Probe Set ID	Gene Symbol	Gene Title	Gene ID
ENSMUSG00000079418	ATG4A	autophagy related 4A cysteine peptidase	115201
ENSMUSG00000062382	FTL	ferritin light chain	2512
ENSMUSG00000031432	PRPS1	phosphoribosyl pyrophosphate synthetase 1	5631
ENSMUSG00000050592	FAM78A	family with sequence similarity 78 member A	286336
ENSMUSG00000006720	ZNF184	zinc finger protein 184	7738
ENSMUSG00000003378	GRIK5	glutamate ionotropic receptor kainate type subunit 5	2901
ENSMUSG00000095620	CSTA	cystatin A	1475
ENSMUSG00000055817	MTA3	metastasis associated 1 family member 3	57504
ENSMUSG00000029104	HTT	huntingtin	3064
ENSMUSG00000078440	DOHH	deoxyhypusine hydroxylase	83475
ENSMUSG00000023019	GPD1	glycerol-3-phosphate dehydrogenase 1	2819
ENSMUSG00000000486	SEPT1	septin 1	1731
ENSMUSG00000020702	CCL1	C-C motif chemokine ligand 1	6346
ENSMUSG00000039826	TRUB2	TruB pseudouridine synthase family member 2	26995
ENSMUSG00000002455	PRPF6	pre-mRNA processing factor 6	24148
ENSMUSG00000027111	ITGA6	integrin subunit alpha 6	3655
ENSMUSG00000020120	PLEK	pleckstrin	5341
ENSMUSG00000022914	BRWD1	bromodomain and WD repeat domain containing 1	54014
ENSMUSG00000027022	XIRP2	xin actin binding repeat containing 2	129446
ENSMUSG00000056782	OR52N2	olfactory receptor family 52 subfamily N member 2	390077
ENSMUSG00000015243	ABCA1	ATP binding cassette subfamily A member 1	19
ENSMUSG00000020649	RRM2	ribonucleotide reductase regulatory subunit M2	6241
ENSMUSG00000026209	DNPEP	aspartyl aminopeptidase	23549
ENSMUSG00000033938	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	4713
ENSMUSG00000030301	CCDC91	coiled-coil domain containing 91	55297
ENSMUSG00000078908	MON1B	MON1 homolog B, secretory trafficking associated	22879
ENSMUSG00000053184	SPACA3	sperm acrosome associated 3	124912
ENSMUSG00000015568	LPL	lipoprotein lipase	4023
ENSMUSG00000063582	OR52N2	olfactory receptor family 52 subfamily N member 2	390077
ENSMUSG00000090556	OR2H1	olfactory receptor family 2 subfamily H member 1	26716
ENSMUSG00000061099	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	26330
ENSMUSG00000060890	ARR3	arrestin 3	407
ENSMUSG00000061517	SOX21	SRY-box 21	11166
ENSMUSG00000060924	CSMD1	CUB and Sushi multiple domains 1	64478
ENSMUSG00000033213	C15orf48	chromosome 15 open reading frame 48	84419
ENSMUSG00000004567	MCOLN1	mucolipin 1	57192
ENSMUSG00000045662	HENMT1	HEN1 methyltransferase homolog 1	113802
ENSMUSG00000071632	C22orf39	chromosome 22 open reading frame 39	128977
ENSMUSG00000062444	AP3B2	adaptor related protein complex 3 beta 2 subunit	8120
ENSMUSG00000025453	NNT	nicotinamide nucleotide transhydrogenase	23530
ENSMUSG00000036611	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	80820
ENSMUSG00000029062	CDK11B	cyclin dependent kinase 11B	984
ENSMUSG00000022136	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	5611
ENSMUSG00000024028	TFF2	trefoil factor 2	7032
ENSMUSG00000024293	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	114799
ENSMUSG00000020954	STRN3	striatin 3	29966
ENSMUSG00000038279	NOP2	NOP2 nucleolar protein	4839
ENSMUSG00000046434	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178
ENSMUSG00000026349	CCNT2	cyclin T2	905
ENSMUSG00000043633	FAM221B	family with sequence similarity 221 member B	392307
ENSMUSG00000017607	TNS4	tensin 4	84951
ENSMUSG00000032688	MALT1	MALT1 paracaspase	10892
ENSMUSG00000060335	OR1E1	olfactory receptor family 1 subfamily E member 1	8387
ENSMUSG00000039616	MOCOS	molybdenum cofactor sulfurase	55034
ENSMUSG00000095585	CCL19	C-C motif chemokine ligand 19	6363
ENSMUSG00000022517	MGRN1	mahogunin ring finger 1	23295
ENSMUSG00000028037	IFI44	interferon induced protein 44	10561
ENSMUSG00000027651	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	58490
ENSMUSG00000024810	IL33	interleukin 33	90865
ENSMUSG00000031447	LAMP1	lysosomal associated membrane protein 1	3916
ENSMUSG00000025359	PMEL	premelanosome protein	6490
ENSMUSG00000009378	SLC16A12	solute carrier family 16 member 12	387700
ENSMUSG00000022528	HES1	hes family bHLH transcription factor 1	3280
ENSMUSG00000024515	SMAD4	SMAD family member 4	4089
ENSMUSG00000025889	SNCA	synuclein alpha	6622
ENSMUSG00000040148	HMX3	H6 family homeobox 3	340784
ENSMUSG00000041977	ARHGEF11	Rho guanine nucleotide exchange factor 11	9826
ENSMUSG00000003184	IRF3	interferon regulatory factor 3	3661
ENSMUSG00000029656	C8B	complement C8 beta chain	732
ENSMUSG00000006476	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	26012
ENSMUSG00000030751	PSMA1	proteasome subunit alpha 1	5682
ENSMUSG00000074521	ZFP57	ZFP57 zinc finger protein	346171
ENSMUSG00000055538	ZCCHC24	zinc finger CCHC-type containing 24	219654
ENSMUSG00000030982	C16orf62	chromosome 16 open reading frame 62	57020
ENSMUSG00000063821	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	338599
ENSMUSG00000025235	BBS4	Bardet-Biedl syndrome 4	585
ENSMUSG00000029246	PPAT	phosphoribosyl pyrophosphate amidotransferase	5471
ENSMUSG00000031381	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	5277
ENSMUSG00000001729	AKT1	AKT serine/threonine kinase 1	207
ENSMUSG00000023953	POLH	DNA polymerase eta	5429
ENSMUSG00000025781	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	509
ENSMUSG00000031448	ADPRHL1	ADP-ribosylhydrolase like 1	113622
ENSMUSG00000037185	KRT80	keratin 80	144501
ENSMUSG00000034810	SCN7A	sodium voltage-gated channel alpha subunit 7	6332
ENSMUSG00000054793	CADM4	cell adhesion molecule 4	199731
ENSMUSG00000006958	CHRD	chordin	8646
ENSMUSG00000039236	ISG20	interferon stimulated exonuclease gene 20	3669
ENSMUSG00000003352	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	784
ENSMUSG00000020849	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	7531
ENSMUSG00000047026	ACSM4	acyl-CoA synthetase medium-chain family member 4	341392
ENSMUSG00000045534	KCNA5	potassium voltage-gated channel subfamily A member 5	3741
ENSMUSG00000014418	HPS5	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	11234
ENSMUSG00000051650	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	10678
ENSMUSG00000031872	BEAN1	brain expressed associated with NEDD4 1	146227
ENSMUSG00000023439	GNB3	G protein subunit beta 3	2784
ENSMUSG00000017707	SERINC3	serine incorporator 3	10955
ENSMUSG00000039286	FNDC3B	fibronectin type III domain containing 3B	64778
ENSMUSG00000072825	CEP170B	centrosomal protein 170B	283638
ENSMUSG00000021147	WDR37	WD repeat domain 37	22884
ENSMUSG00000020473	AEBP1	AE binding protein 1	165
ENSMUSG00000035268	PKIG	cAMP-dependent protein kinase inhibitor gamma	11142
ENSMUSG00000048191	MUC6	mucin 6, oligomeric mucus/gel-forming	4588
ENSMUSG00000071847	APCDD1	APC down-regulated 1	147495
ENSMUSG00000056223	SPATA31A6	SPATA31 subfamily A member 6	389730
ENSMUSG00000030206	GSG1	germ cell associated 1	83445
ENSMUSG00000015668	PDZD11	PDZ domain containing 11	51248
ENSMUSG00000091129	IQCF6	IQ motif containing F6	440956
ENSMUSG00000022018	RGCC	regulator of cell cycle	28984
ENSMUSG00000024943	SMC5	structural maintenance of chromosomes 5	23137
ENSMUSG00000050373	SNX21	sorting nexin family member 21	90203
ENSMUSG00000056856	JAKMIP3	Janus kinase and microtubule interacting protein 3	282973
ENSMUSG00000062248	CKS2	CDC28 protein kinase regulatory subunit 2	1164
ENSMUSG00000020459	MTIF2	mitochondrial translational initiation factor 2	4528
ENSMUSG00000049608	GPR55	G protein-coupled receptor 55	9290
ENSMUSG00000063120	OR5P3	olfactory receptor family 5 subfamily P member 3	120066
ENSMUSG00000068205	MACROD2	MACRO domain containing 2	140733
ENSMUSG00000059119	NAP1L4	nucleosome assembly protein 1 like 4	4676
ENSMUSG00000068115	NINL	ninein like	22981
ENSMUSG00000028478	CLTA	clathrin light chain A	1211
ENSMUSG00000059839	ZNF720	zinc finger protein 720	124411
ENSMUSG00000070730	RMDN3	regulator of microtubule dynamics 3	55177
ENSMUSG00000006998	PSMD2	proteasome 26S subunit, non-ATPase 2	5708
ENSMUSG00000084927	SLCO1A2	solute carrier organic anion transporter family member 1A2	6579
ENSMUSG00000000532	ACVR1B	activin A receptor type 1B	91
ENSMUSG00000020994	PNN	pinin, desmosome associated protein	5411
ENSMUSG00000034362	CSTA	cystatin A	1475
ENSMUSG00000006412	PFDN2	prefoldin subunit 2	5202
ENSMUSG00000022129	DCT	dopachrome tautomerase	1638
ENSMUSG00000046814	GCHFR	GTP cyclohydrolase I feedback regulator	2644
ENSMUSG00000083138	CYP4A11	cytochrome P450 family 4 subfamily A member 11	1579
ENSMUSG00000045092	S1PR1	sphingosine-1-phosphate receptor 1	1901
ENSMUSG00000005370	MSH6	mutS homolog 6	2956
ENSMUSG00000051235	GEN1	GEN1, Holliday junction 5' flap endonuclease	348654
ENSMUSG00000054693	ADAM10	ADAM metallopeptidase domain 10	102
ENSMUSG00000021707	DHFR	dihydrofolate reductase	1719
ENSMUSG00000035397	KLF16	Kruppel like factor 16	83855
ENSMUSG00000019927	UBE2D1	ubiquitin conjugating enzyme E2 D1	7321
ENSMUSG00000096914	GALNTL6	polypeptide N-acetylgalactosaminyltransferase-like 6	442117
ENSMUSG00000092622	KHDC3L	KH domain containing 3 like, subcortical maternal complex member	154288
ENSMUSG00000029061	MMP23B	matrix metallopeptidase 23B	8510
ENSMUSG00000070551	MRGPRX3	MAS related GPR family member X3	117195
ENSMUSG00000092232	BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough	100529063
ENSMUSG00000036553	SH3TC1	SH3 domain and tetratricopeptide repeats 1	54436
ENSMUSG00000036356	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	55790
ENSMUSG00000050844	AC004076.1		na
ENSMUSG00000056515	RAB31	RAB31, member RAS oncogene family	11031
ENSMUSG00000078932	C12orf40	chromosome 12 open reading frame 40	283461
ENSMUSG00000039671	ZMYND8	zinc finger MYND-type containing 8	23613
ENSMUSG00000057596	TRIM5	tripartite motif containing 5	85363
ENSMUSG00000022678	NDE1	nudE neurodevelopment protein 1	54820
ENSMUSG00000026650	MEIG1	meiosis/spermiogenesis associated 1	644890
ENSMUSG00000064210	ANO6	anoctamin 6	196527
ENSMUSG00000032312	CSK	CSK, non-receptor tyrosine kinase	1445
ENSMUSG00000006715	GMNN	geminin, DNA replication inhibitor	51053
ENSMUSG00000034780	B3GALT1	beta-1,3-galactosyltransferase 1	8708
ENSMUSG00000049928	GLP2R	glucagon like peptide 2 receptor	9340
ENSMUSG00000006542	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	53632
ENSMUSG00000058022	ADTRP	androgen dependent TFPI regulating protein	84830
ENSMUSG00000032815	FANCA	Fanconi anemia complementation group A	2175
ENSMUSG00000030509	ASB7	ankyrin repeat and SOCS box containing 7	140460
ENSMUSG00000059003	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	2903
ENSMUSG00000033044	DHRS7C	dehydrogenase/reductase 7C	201140
ENSMUSG00000053119	CHMP3	charged multivesicular body protein 3	51652
ENSMUSG00000021773	COMTD1	catechol-O-methyltransferase domain containing 1	118881
ENSMUSG00000055401	FBXO6	F-box protein 6	26270
ENSMUSG00000046450	OR13J1	olfactory receptor family 13 subfamily J member 1	392309
ENSMUSG00000098650	COMMD1	copper metabolism domain containing 1	150684
ENSMUSG00000009394	SYN2	synapsin II	6854
ENSMUSG00000027384	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	79133
ENSMUSG00000032625	THSD7A	thrombospondin type 1 domain containing 7A	221981
ENSMUSG00000109969	ZSCAN4	zinc finger and SCAN domain containing 4	201516
ENSMUSG00000043230	FAM124B	family with sequence similarity 124 member B	79843
ENSMUSG00000096773	OR52E6	olfactory receptor family 52 subfamily E member 6	390078
ENSMUSG00000027400	PDYN	prodynorphin	5173
ENSMUSG00000040596	POGK	pogo transposable element derived with KRAB domain	57645
ENSMUSG00000004895	PRCC	papillary renal cell carcinoma (translocation-associated)	5546
ENSMUSG00000028159	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	27071
ENSMUSG00000003360	DDX23	DEAD-box helicase 23	9416
ENSMUSG00000075229	CCDC58	coiled-coil domain containing 58	131076
ENSMUSG00000031256	CSTF2	cleavage stimulation factor subunit 2	1478
ENSMUSG00000026885	TTLL11	tubulin tyrosine ligase like 11	158135
ENSMUSG00000014301	PAM16	presequence translocase associated motor 16 homolog	51025
ENSMUSG00000027335	ADRA1D	adrenoceptor alpha 1D	146
ENSMUSG00000039683	SDK1	sidekick cell adhesion molecule 1	221935
ENSMUSG00000036155	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	4249
ENSMUSG00000109926	DHDH	dihydrodiol dehydrogenase	27294
ENSMUSG00000071679	RTL4	retrotransposon Gag like 4	340595
ENSMUSG00000030317	TIMP4	TIMP metallopeptidase inhibitor 4	7079
ENSMUSG00000030172	ERC1	ELKS/RAB6-interacting/CAST family member 1	23085
ENSMUSG00000045441	GPRIN3	GPRIN family member 3	285513
ENSMUSG00000013465	NELFB	negative elongation factor complex member B	25920
ENSMUSG00000035139	SECISBP2	SECIS binding protein 2	79048
ENSMUSG00000018599	MIEF2	mitochondrial elongation factor 2	125170
ENSMUSG00000030862	CPXM2	carboxypeptidase X, M14 family member 2	119587
ENSMUSG00000089953	RNF224	ring finger protein 224	643596
ENSMUSG00000045608	DBX2	developing brain homeobox 2	440097
ENSMUSG00000017897	EYA2	EYA transcriptional coactivator and phosphatase 2	2139
ENSMUSG00000034738	NOSTRIN	nitric oxide synthase trafficking	115677
ENSMUSG00000017307	ACOT8	acyl-CoA thioesterase 8	10005
ENSMUSG00000048528	NKX1-2	NK1 homeobox 2	390010
ENSMUSG00000032556	BFSP2	beaded filament structural protein 2	8419
ENSMUSG00000032641	GPR19	G protein-coupled receptor 19	2842
ENSMUSG00000023286	UBE2J2	ubiquitin conjugating enzyme E2 J2	118424
ENSMUSG00000020621	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	57665
ENSMUSG00000028683	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	8891
ENSMUSG00000049676	CATSPERG	cation channel sperm associated auxiliary subunit gamma	57828
ENSMUSG00000027447	CST3	cystatin C	1471
ENSMUSG00000078520	CELA3B	chymotrypsin like elastase family member 3B	23436
ENSMUSG00000010505	MYT1	myelin transcription factor 1	4661
ENSMUSG00000022629	KIF21A	kinesin family member 21A	55605
ENSMUSG00000050022	AMZ1	archaelysin family metallopeptidase 1	155185
ENSMUSG00000043831	LYSMD4	LysM domain containing 4	145748
ENSMUSG00000006642	TCF23	transcription factor 23	150921
ENSMUSG00000022220	ADCY4	adenylate cyclase 4	196883
ENSMUSG00000050821	FAM131A	family with sequence similarity 131 member A	131408
ENSMUSG00000015980	LRRC27	leucine rich repeat containing 27	80313
ENSMUSG00000030704	RAB6C	RAB6C, member RAS oncogene family	84084
ENSMUSG00000009185	CCL7	C-C motif chemokine ligand 7	6354
ENSMUSG00000052928	CTIF	cap binding complex dependent translation initiation factor	9811
ENSMUSG00000020716	NF1	neurofibromin 1	4763
ENSMUSG00000049709	NLRP10	NLR family pyrin domain containing 10	338322
ENSMUSG00000055994	NOD2	nucleotide binding oligomerization domain containing 2	64127
ENSMUSG00000072791	ABCB5	ATP binding cassette subfamily B member 5	340273
ENSMUSG00000047417	REXO1	RNA exonuclease 1 homolog	57455
ENSMUSG00000054162	SPOCK3	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3	50859
ENSMUSG00000058301	UPF1	UPF1, RNA helicase and ATPase	5976
ENSMUSG00000035696	RNF38	ring finger protein 38	152006
ENSMUSG00000048281	DLEU7	deleted in lymphocytic leukemia, 7	220107
ENSMUSG00000024404	RIOK3	RIO kinase 3	8780
ENSMUSG00000022538	LSG1	large 60S subunit nuclear export GTPase 1	55341
ENSMUSG00000032334	LOXL1	lysyl oxidase like 1	4016
ENSMUSG00000011257	PABPC4	poly(A) binding protein cytoplasmic 4	8761
ENSMUSG00000041000	TRIM62	tripartite motif containing 62	55223
ENSMUSG00000021774	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324
ENSMUSG00000026404	DDX59	DEAD-box helicase 59	83479
ENSMUSG00000041341	ATG2B	autophagy related 2B	55102
ENSMUSG00000050919	ZNF366	zinc finger protein 366	167465
ENSMUSG00000003662	CIAO1	cytosolic iron-sulfur assembly component 1	9391
ENSMUSG00000005034	PRKACB	protein kinase cAMP-activated catalytic subunit beta	5567
ENSMUSG00000031273	COL4A6	collagen type IV alpha 6 chain	1288
ENSMUSG00000016179	CAMK1G	calcium/calmodulin dependent protein kinase IG	57172
ENSMUSG00000026103	GLS	glutaminase	2744
ENSMUSG00000030942	THUMPD1	THUMP domain containing 1	55623
ENSMUSG00000020423	BTG2	BTG anti-proliferation factor 2	7832
ENSMUSG00000034575	PAPD7	poly(A) RNA polymerase D7, non-canonical	11044
ENSMUSG00000057969	SEMA3B	semaphorin 3B	7869
ENSMUSG00000044576	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	150946
ENSMUSG00000025366	ESYT1	extended synaptotagmin 1	23344
ENSMUSG00000021701	PLK2	polo like kinase 2	10769
ENSMUSG00000059824	DBP	D-box binding PAR bZIP transcription factor	1628
ENSMUSG00000015747	VPS45	vacuolar protein sorting 45 homolog	11311
ENSMUSG00000036533	CDC42EP3	CDC42 effector protein 3	10602
ENSMUSG00000030935	ACSM3	acyl-CoA synthetase medium-chain family member 3	6296
ENSMUSG00000020184	MDM2	MDM2 proto-oncogene	4193
ENSMUSG00000079112	FAM90A1	family with sequence similarity 90 member A1	55138
ENSMUSG00000064057	SCGB3A1	secretoglobin family 3A member 1	92304
ENSMUSG00000027610	GSS	glutathione synthetase	2937
ENSMUSG00000022451	TWF1	twinfilin actin binding protein 1	5756
ENSMUSG00000046168	KCNRG	potassium channel regulator	283518
ENSMUSG00000034107	ANO7	anoctamin 7	50636
ENSMUSG00000045322	AC097637.1		na
ENSMUSG00000028988	CTNNBIP1	catenin beta interacting protein 1	56998
ENSMUSG00000031822	GSE1	Gse1 coiled-coil protein	23199
ENSMUSG00000028572	HOOK1	hook microtubule tethering protein 1	51361
ENSMUSG00000026960	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6	151188
ENSMUSG00000062873	OR7A5	olfactory receptor family 7 subfamily A member 5	26659
ENSMUSG00000031503	COL4A2	collagen type IV alpha 2 chain	1284
ENSMUSG00000082932	CYP2J2	cytochrome P450 family 2 subfamily J member 2	1573
ENSMUSG00000034098	FSTL5	follistatin like 5	56884
ENSMUSG00000021795	SFTPD	surfactant protein D	6441
ENSMUSG00000026975	DPH7	diphthamide biosynthesis 7	92715
ENSMUSG00000036327	QSOX2	quiescin sulfhydryl oxidase 2	169714
ENSMUSG00000030471	ZDHHC13	zinc finger DHHC-type containing 13	54503
ENSMUSG00000025745	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	3030
ENSMUSG00000021538	IL9	interleukin 9	3578
ENSMUSG00000033703	FUK	fucokinase	197258
ENSMUSG00000015134	ALDH1A3	aldehyde dehydrogenase 1 family member A3	220
ENSMUSG00000036110	SLC17A2	solute carrier family 17 member 2	10246
ENSMUSG00000020463	PPP4R3B	protein phosphatase 4 regulatory subunit 3B	57223
ENSMUSG00000029097	TRMT44	tRNA methyltransferase 44 homolog (S. cerevisiae)	152992
ENSMUSG00000020591	NTSR2	neurotensin receptor 2	23620
ENSMUSG00000028651	PPIE	peptidylprolyl isomerase E	10450
ENSMUSG00000094877	TRAV5	T-cell receptor alpha variable 5	na
ENSMUSG00000013833	MED16	mediator complex subunit 16	10025
ENSMUSG00000024727	TRPM6	transient receptor potential cation channel subfamily M member 6	140803
ENSMUSG00000025791	PGM1	phosphoglucomutase 1	5236
ENSMUSG00000015947	FCGR1A	Fc fragment of IgG receptor Ia	2209
ENSMUSG00000040612	ILDR2	immunoglobulin like domain containing receptor 2	387597
ENSMUSG00000037239	SPRED3	sprouty related EVH1 domain containing 3	399473
ENSMUSG00000025477	INPP5A	inositol polyphosphate-5-phosphatase A	3632
ENSMUSG00000022009	NUFIP1	NUFIP1, FMR1 interacting protein 1	26747
ENSMUSG00000058030	VN1R4	vomeronasal 1 receptor 4	317703
ENSMUSG00000020583	MATN3	matrilin 3	4148
ENSMUSG00000011034	SLC5A1	solute carrier family 5 member 1	6523
ENSMUSG00000028141	OAZ3	ornithine decarboxylase antizyme 3	51686
ENSMUSG00000029033	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	116983
ENSMUSG00000038417	FIG4	FIG4 phosphoinositide 5-phosphatase	9896
ENSMUSG00000031449	ATP4B	ATPase H+/K+ transporting beta subunit	496
